IMGNAME	SIM_OR_EXP	TOTAL_VOXELS	MIN_TH_VAL	MIN_TH_SPOTS	TOTAL_VOX_LOG	MINTH_SPOTS_LOG	PROP
simvarmass_TMRL_487e5f1d	Sim	3968064	5	2343	6.598579	3.369772	0.000590
simvarmass_TMRL_492fc7d6	Sim	3968064	10	28585	6.598579	4.456138	0.007204
simvarmass_TMRL_49455a7c	Sim	3968064	5	2596	6.598579	3.414305	0.000654
simvarmass_TMRL_4a02cbce	Sim	3968064	5	33530	6.598579	4.525434	0.008450
simvarmass_TMRL_4aff60bf	Sim	3968064	5	2343	6.598579	3.369772	0.000590
simvarmass_TMRL_4b89c98e	Sim	3968064	10	41941	6.598579	4.622639	0.010570
simvarmass_TMRL_4ca7c1f8	Sim	3968064	10	39826	6.598579	4.600167	0.010037
simvarmass_TMRL_4d299943	Sim	3968064	5	2174	6.598579	3.337260	0.000548
simvarmass_TMRL_4db68b26	Sim	3968064	10	19046	6.598579	4.279804	0.004800
simvarmass_TMRL_4e01ce8f	Sim	3968064	10	21502	6.598579	4.332479	0.005419
simvarmass_TMRL_4ee7b39c	Sim	3968064	5	4810	6.598579	3.682145	0.001212
simvarmass_TMRL_4fa41ff4	Sim	3968064	5	39795	6.598579	4.599829	0.010029
simvarmass_TMRL_5050c5eb	Sim	3968064	5	34964	6.598579	4.543621	0.008811
simvarmass_TMRL_51aca410	Sim	3968064	10	26973	6.598579	4.430929	0.006798
simvarmass_TMRL_531f2826	Sim	3968064	10	48691	6.598579	4.687449	0.012271
simvarmass_TMRL_54048b1d	Sim	3968064	10	8072	6.598579	3.906981	0.002034
simvarmass_TMRL_54a4ef33	Sim	3968064	5	24085	6.598579	4.381747	0.006070
simvarmass_TMRL_54df1a75	Sim	3968064	10	18096	6.598579	4.257583	0.004560
simvarmass_TMRL_55394eb0	Sim	3968064	10	9363	6.598579	3.971415	0.002360
simvarmass_TMRL_577ce5ca	Sim	3968064	10	12819	6.598579	4.107854	0.003231
simvarmass_TMRL_58abd6b5	Sim	3968064	10	38212	6.598579	4.582200	0.009630
simvarmass_TMRL_59ada9e0	Sim	3968064	10	18272	6.598579	4.261786	0.004605
simvarmass_TMRL_5bb3b255	Sim	3968064	10	24569	6.598579	4.390387	0.006192
simvarmass_TMRL_5d617c83	Sim	3968064	5	2241	6.598579	3.350442	0.000565
simvarmass_TMRL_5fefc118	Sim	3968064	10	16282	6.598579	4.211708	0.004103
simvarmass_TMRL_600a446c	Sim	3968064	10	37073	6.598579	4.569058	0.009343
simvarmass_TMRL_6040aa37	Sim	3968064	10	23916	6.598579	4.378689	0.006027
simvarmass_TMRL_604ef355	Sim	3968064	10	25033	6.598579	4.398513	0.006309
simvarmass_TMRL_617d8a56	Sim	3968064	10	10062	6.598579	4.002684	0.002536
simvarmass_TMRL_633d3698	Sim	3968064	10	27052	6.598579	4.432199	0.006817
simvarmass_TMRL_64f6c0b0	Sim	3968064	10	5816	6.598579	3.764624	0.001466
simvarmass_TMRL_6676fd5c	Sim	3968064	5	2246	6.598579	3.351410	0.000566
simvarmass_TMRL_66b77acd	Sim	3968064	10	38745	6.598579	4.588216	0.009764
simvarmass_TMRL_6984e828	Sim	3968064	10	9271	6.598579	3.967127	0.002336
simvarmass_TMRL_6c313417	Sim	3968064	10	41900	6.598579	4.622214	0.010559
simvarmass_TMRL_6c6e2c30	Sim	3968064	5	2269	6.598579	3.355834	0.000572
simvarmass_TMRL_6dc88c32	Sim	3968064	5	48582	6.598579	4.686475	0.012243
simvarmass_TMRL_6e8cb638	Sim	3968064	5	2023	6.598579	3.305996	0.000510
simvarmass_TMRL_6ef7c896	Sim	3968064	10	42545	6.598579	4.628849	0.010722
simvarmass_TMRL_70a83343	Sim	3968064	10	31538	6.598579	4.498834	0.007948
simvarmass_TMRL_721e1aef	Sim	3968064	10	36726	6.598579	4.564974	0.009255
simvarmass_TMRL_72d333b8	Sim	3968064	10	18984	6.598579	4.278388	0.004784
simvarmass_TMRL_79b3efaf	Sim	3968064	5	47096	6.598579	4.672984	0.011869
simvarmass_TMRL_7a76b5a4	Sim	3968064	10	35652	6.598579	4.552084	0.008985
simvarmass_TMRL_7c6cea1c	Sim	3968064	5	9099	6.598579	3.958994	0.002293
simvarmass_TMRL_7d35c0dc	Sim	3968064	10	32538	6.598579	4.512391	0.008200
simvarmass_TMRL_7d3e1a6f	Sim	3968064	10	36595	6.598579	4.563422	0.009222
simvarmass_TMRL_7d4309e5	Sim	3968064	10	16978	6.598579	4.229887	0.004279
simvarmass_TMRL_7e9c2032	Sim	3968064	10	18435	6.598579	4.265643	0.004646
simvarmass_TMRL_7ed3b3eb	Sim	3968064	5	20072	6.598579	4.302591	0.005058
simvarmass_TMRL_7fab4291	Sim	3968064	5	4432	6.598579	3.646600	0.001117
simvarmass_TMRL_7fbc4fc0	Sim	3968064	10	28301	6.598579	4.451802	0.007132
simvarmass_TMRL_80fee400	Sim	3968064	10	13344	6.598579	4.125286	0.003363
simvarmass_TMRL_8160d8bc	Sim	3968064	5	1649	6.598579	3.217221	0.000416
simvarmass_TMRL_81924417	Sim	3968064	10	22282	6.598579	4.347954	0.005615
simvarmass_TMRL_81c5ded7	Sim	3968064	10	32169	6.598579	4.507438	0.008107
simvarmass_TMRL_833b30e6	Sim	3968064	5	13055	6.598579	4.115777	0.003290
simvarmass_TMRL_83872c3e	Sim	3968064	5	4254	6.598579	3.628797	0.001072
simvarmass_TMRL_846117a2	Sim	3968064	10	5682	6.598579	3.754501	0.001432
simvarmass_TMRL_853a3a38	Sim	3968064	10	14407	6.598579	4.158574	0.003631
simvarmass_TMRL_87569aa8	Sim	3968064	10	20900	6.598579	4.320146	0.005267
simvarmass_TMRL_879db323	Sim	3968064	10	8980	6.598579	3.953276	0.002263
simvarmass_TMRL_87e73254	Sim	3968064	10	36973	6.598579	4.567885	0.009318
simvarmass_TMRL_898211e5	Sim	3968064	5	7050	6.598579	3.848189	0.001777
simvarmass_TMRL_8c95d1ab	Sim	3968064	1	1423	6.598579	3.153205	0.000359
simvarmass_TMRL_8d74bdc9	Sim	3968064	10	19250	6.598579	4.284431	0.004851
simvarmass_TMRL_8e20de30	Sim	3968064	10	2389	6.598579	3.378216	0.000602
simvarmass_TMRL_8ea5cf01	Sim	3968064	10	6414	6.598579	3.807129	0.001616
simvarmass_TMRL_8f54885b	Sim	3968064	10	4106	6.598579	3.613419	0.001035
simvarmass_TMRL_91852647	Sim	3968064	5	4748	6.598579	3.676511	0.001197
simvarmass_TMRL_92519093	Sim	3968064	5	5992	6.598579	3.777572	0.001510
simvarmass_TMRL_92f018f0	Sim	3968064	5	12479	6.598579	4.096180	0.003145
simvarmass_TMRL_94722e72	Sim	3968064	5	26288	6.598579	4.419758	0.006625
simvarmass_TMRL_97fa77e2	Sim	3968064	10	42333	6.598579	4.626679	0.010668
simvarmass_TMRL_9a4dbf7c	Sim	3968064	10	19775	6.598579	4.296116	0.004984
simvarmass_TMRL_9ab65de4	Sim	3968064	10	22767	6.598579	4.357306	0.005738
simvarmass_TMRL_9b2e6352	Sim	3968064	10	14646	6.598579	4.165719	0.003691
simvarmass_TMRL_9b8222e8	Sim	3968064	10	26747	6.598579	4.427275	0.006741
simvarmass_TMRL_9be462c3	Sim	3968064	10	31439	6.598579	4.497469	0.007923
simvarmass_TMRL_9d78b00c	Sim	3968064	5	36964	6.598579	4.567779	0.009315
simvarmass_TMRL_9db466e8	Sim	3968064	5	11610	6.598579	4.064832	0.002926
simvarmass_TMRL_9e2ebb0b	Sim	3968064	10	16354	6.598579	4.213624	0.004121
simvarmass_TMRL_a25afbb5	Sim	3968064	10	4417	6.598579	3.645127	0.001113
simvarmass_TMRL_a2e1fcdd	Sim	3968064	10	27702	6.598579	4.442511	0.006981
simvarmass_TMRL_a566aba4	Sim	3968064	5	36845	6.598579	4.566379	0.009285
simvarmass_TMRL_a62aa723	Sim	3968064	10	25481	6.598579	4.406216	0.006422
simvarmass_TMRL_a66b9c69	Sim	3968064	10	41085	6.598579	4.613683	0.010354
simvarmass_TMRL_a72b8843	Sim	3968064	5	5842	6.598579	3.766562	0.001472
simvarmass_TMRL_a72f8a37	Sim	3968064	10	37385	6.598579	4.572697	0.009421
simvarmass_TMRL_a8db5834	Sim	3968064	10	41140	6.598579	4.614264	0.010368
simvarmass_TMRL_aa416f85	Sim	3968064	10	10359	6.598579	4.015318	0.002611
simvarmass_TMRL_aa62ca2c	Sim	3968064	5	3823	6.598579	3.582404	0.000963
simvarmass_TMRL_ac8b146d	Sim	3968064	5	1990	6.598579	3.298853	0.000502
simvarmass_TMRL_ad3cc05c	Sim	3968064	10	25843	6.598579	4.412343	0.006513
simvarmass_TMRL_ae6ab853	Sim	3968064	10	19018	6.598579	4.279165	0.004793
simvarmass_TMRL_af462d76	Sim	3968064	10	42199	6.598579	4.625302	0.010635
simvarmass_TMRL_afc93458	Sim	3968064	10	28445	6.598579	4.454006	0.007168
simvarmass_TMRL_afda365f	Sim	3968064	5	2141	6.598579	3.330617	0.000540
simvarmass_TMRL_b07da363	Sim	3968064	10	16449	6.598579	4.216140	0.004145
simvarmass_TMRL_b1062cd2	Sim	3968064	5	12154	6.598579	4.084719	0.003063
simvarmass_TMRL_b1617b06	Sim	3968064	10	12884	6.598579	4.110051	0.003247
simvarmass_TMRL_b2a1181c	Sim	3968064	10	16527	6.598579	4.218194	0.004165
simvarmass_TMRL_b53fd232	Sim	3968064	10	42006	6.598579	4.623311	0.010586
simvarmass_TMRL_b58de1b6	Sim	3968064	5	3931	6.598579	3.594503	0.000991
simvarmass_TMRL_b689c4d9	Sim	3968064	5	1898	6.598579	3.278296	0.000478
simvarmass_TMRL_b8c4544d	Sim	3968064	10	42410	6.598579	4.627468	0.010688
simvarmass_TMRL_ba74c496	Sim	3968064	10	39500	6.598579	4.596597	0.009954
simvarmass_TMRL_bb5e8dac	Sim	3968064	10	31690	6.598579	4.500922	0.007986
simvarmass_TMRL_bbb2fa80	Sim	3968064	10	42452	6.598579	4.627898	0.010698
simvarmass_TMRL_bc410f7e	Sim	3968064	10	26150	6.598579	4.417472	0.006590
simvarmass_TMRL_bdd06456	Sim	3968064	10	8847	6.598579	3.946796	0.002230
simvarmass_TMRL_be862ff3	Sim	3968064	10	37859	6.598579	4.578169	0.009541
simvarmass_TMRL_beac175f	Sim	3968064	10	6440	6.598579	3.808886	0.001623
simvarmass_TMRL_beb8d9ce	Sim	3968064	5	40949	6.598579	4.612243	0.010320
simvarmass_TMRL_bebc9568	Sim	3968064	10	37481	6.598579	4.573811	0.009446
simvarmass_TMRL_bf32f465	Sim	3968064	10	37690	6.598579	4.576226	0.009498
simvarmass_TMRL_bfe94955	Sim	3968064	10	19965	6.598579	4.300269	0.005031
simvarmass_TMRL_c0010e10	Sim	3968064	10	10862	6.598579	4.035910	0.002737
simvarmass_TMRL_c0213033	Sim	3968064	5	2209	6.598579	3.344196	0.000557
simvarmass_TMRL_c02b436f	Sim	3968064	5	3528	6.598579	3.547529	0.000889
simvarmass_TMRL_c0f004c4	Sim	3968064	10	12192	6.598579	4.086075	0.003073
simvarmass_TMRL_c1621bcc	Sim	3968064	10	38603	6.598579	4.586621	0.009728
simvarmass_TMRL_c1dbffdc	Sim	3968064	5	9029	6.598579	3.955640	0.002275
simvarmass_TMRL_c25f7281	Sim	3968064	10	8632	6.598579	3.936111	0.002175
simvarmass_TMRL_c286e651	Sim	3968064	5	41634	6.598579	4.619448	0.010492
simvarmass_TMRL_c37876a5	Sim	3968064	10	29579	6.598579	4.470983	0.007454
simvarmass_TMRL_c403b364	Sim	3968064	5	40554	6.598579	4.608034	0.010220
simvarmass_TMRL_c4241d45	Sim	3968064	5	6231	6.598579	3.794558	0.001570
simvarmass_TMRL_c465b212	Sim	3968064	10	10463	6.598579	4.019656	0.002637
simvarmass_TMRL_c724cf94	Sim	3968064	10	12663	6.598579	4.102537	0.003191
simvarmass_TMRL_c773909b	Sim	3968064	10	27603	6.598579	4.440956	0.006956
simvarmass_TMRL_c8168f67	Sim	3968064	10	8158	6.598579	3.911584	0.002056
simvarmass_TMRL_c845118f	Sim	3968064	10	39936	6.598579	4.601365	0.010064
simvarmass_TMRL_c97de8d3	Sim	3968064	10	43840	6.598579	4.641871	0.011048
simvarmass_TMRL_cc84932a	Sim	3968064	10	7561	6.598579	3.878579	0.001905
simvarmass_TMRL_ce31054b	Sim	3968064	10	43713	6.598579	4.640611	0.011016
simvarmass_TMRL_ce40b073	Sim	3968064	10	28925	6.598579	4.461273	0.007289
simvarmass_TMRL_cff585d1	Sim	3968064	10	29804	6.598579	4.474275	0.007511
simvarmass_TMRL_d12eec9e	Sim	3968064	5	20188	6.598579	4.305093	0.005088
simvarmass_TMRL_d2c8fb9a	Sim	3968064	5	34677	6.598579	4.540042	0.008739
simvarmass_TMRL_d2d73305	Sim	3968064	10	20069	6.598579	4.302526	0.005058
simvarmass_TMRL_d311a735	Sim	3968064	10	42727	6.598579	4.630702	0.010768
simvarmass_TMRL_d3939da3	Sim	3968064	10	5403	6.598579	3.732635	0.001362
simvarmass_TMRL_d497b2ec	Sim	3968064	10	18292	6.598579	4.262261	0.004610
simvarmass_TMRL_d4d47896	Sim	3968064	10	32751	6.598579	4.515225	0.008254
simvarmass_TMRL_d5a7c403	Sim	3968064	5	9023	6.598579	3.955351	0.002274
simvarmass_TMRL_d7bbd0e2	Sim	3968064	10	6165	6.598579	3.789933	0.001554
simvarmass_TMRL_d8b2080a	Sim	3968064	10	38311	6.598579	4.583323	0.009655
simvarmass_TMRL_d8f4a6ae	Sim	3968064	10	6090	6.598579	3.784617	0.001535
simvarmass_TMRL_d9f4557f	Sim	3968064	10	17456	6.598579	4.241945	0.004399
simvarmass_TMRL_db34801c	Sim	3968064	5	1995	6.598579	3.299943	0.000503
simvarmass_TMRL_db5f4d7e	Sim	3968064	10	27235	6.598579	4.435127	0.006864
simvarmass_TMRL_dc02391f	Sim	3968064	10	9033	6.598579	3.955832	0.002276
simvarmass_TMRL_dcd948ad	Sim	3968064	5	14082	6.598579	4.148664	0.003549
simvarmass_TMRL_dd7166d2	Sim	3968064	5	2200	6.598579	3.342423	0.000554
simvarmass_TMRL_de87cb98	Sim	3968064	10	12814	6.598579	4.107685	0.003229
simvarmass_TMRL_e2d70a40	Sim	3968064	5	30252	6.598579	4.480754	0.007624
simvarmass_TMRL_e587ecca	Sim	3968064	10	30676	6.598579	4.486799	0.007731
simvarmass_TMRL_e6bb8457	Sim	3968064	5	3082	6.598579	3.488833	0.000777
simvarmass_TMRL_e79f6619	Sim	3968064	10	14675	6.598579	4.166578	0.003698
simvarmass_TMRL_ea7ac772	Sim	3968064	5	48982	6.598579	4.690037	0.012344
simvarmass_TMRL_eaeb7500	Sim	3968064	10	3572	6.598579	3.552911	0.000900
simvarmass_TMRL_ebd071e5	Sim	3968064	10	5062	6.598579	3.704322	0.001276
simvarmass_TMRL_ec03aa6c	Sim	3968064	10	38461	6.598579	4.585021	0.009693
simvarmass_TMRL_ed5a8d2f	Sim	3968064	10	26416	6.598579	4.421867	0.006657
simvarmass_TMRL_eddd606c	Sim	3968064	5	48729	6.598579	4.687787	0.012280
simvarmass_TMRL_f023a4b4	Sim	3968064	10	42110	6.598579	4.624385	0.010612
simvarmass_TMRL_f0f3a4a2	Sim	3968064	1	1362	6.598579	3.134177	0.000343
simvarmass_TMRL_f24946d7	Sim	3968064	10	26145	6.598579	4.417389	0.006589
simvarmass_TMRL_f4a57b9f	Sim	3968064	10	41686	6.598579	4.619990	0.010505
simvarmass_TMRL_f5c16209	Sim	3968064	10	14565	6.598579	4.163310	0.003671
simvarmass_TMRL_f7e45d35	Sim	3968064	5	4944	6.598579	3.694078	0.001246
simvarmass_TMRL_f8a97aae	Sim	3968064	5	2697	6.598579	3.430881	0.000680
simvarmass_TMRL_f9a98ebb	Sim	3968064	10	46993	6.598579	4.672033	0.011843
simvarmass_TMRL_f9aea244	Sim	3968064	10	8465	6.598579	3.927627	0.002133
simvarmass_TMRL_fa2aaf75	Sim	3968064	10	16239	6.598579	4.210559	0.004092
simvarmass_TMRL_faf6135e	Sim	3968064	10	9541	6.598579	3.979594	0.002404
simvarmass_TMRL_fbfb73de	Sim	3968064	10	29822	6.598579	4.474537	0.007516
simvarmass_TMRL_fc1513a8	Sim	3968064	10	10210	6.598579	4.009026	0.002573
simvarmass_TMRL_fc5b60a0	Sim	3968064	10	39716	6.598579	4.598966	0.010009
simvarmass_TMRL_fc9ef2d1	Sim	3968064	10	13094	6.598579	4.117072	0.003300
simvarmass_TMRL_fdb9a44a	Sim	3968064	10	29296	6.598579	4.466808	0.007383
simvarmass_TMRL_fe259400	Sim	3968064	5	2555	6.598579	3.407391	0.000644
simvarmass_TMRL_feb3ab2e	Sim	3968064	10	30581	6.598579	4.485452	0.007707
simvarmass_TMRL_ff787d2e	Sim	3968064	10	8379	6.598579	3.923192	0.002112
simvarmass_TMRL_ffeace8a	Sim	3968064	10	18058	6.598579	4.256670	0.004551
simneg_008df2df	Sim	3968064	10	42206	6.598579	4.625374	0.010636
simneg_00ed8795	Sim	3968064	10	45265	6.598579	4.655763	0.011407
simneg_0128b58c	Sim	3968064	10	46804	6.598579	4.670283	0.011795
simneg_0135127f	Sim	3968064	10	47723	6.598579	4.678728	0.012027
simneg_01aafc2e	Sim	3968064	1	58813	6.598579	4.769473	0.014822
simneg_01ca480a	Sim	3968064	5	50031	6.598579	4.699239	0.012608
simneg_01f9c4c6	Sim	3968064	10	40827	6.598579	4.610947	0.010289
simneg_0204ca28	Sim	3968064	1	55904	6.598579	4.747443	0.014088
simneg_0305293f	Sim	3968064	10	45856	6.598579	4.661396	0.011556
simneg_03714e9d	Sim	3968064	10	40064	6.598579	4.602754	0.010097
simneg_03a610c9	Sim	3968064	10	48708	6.598579	4.687600	0.012275
simneg_03cf26c4	Sim	3968064	5	46747	6.598579	4.669754	0.011781
simneg_03f9a7f2	Sim	3968064	1	58609	6.598579	4.767964	0.014770
simneg_04ce6818	Sim	3968064	5	49604	6.598579	4.695517	0.012501
simneg_04e0cd31	Sim	3968064	5	52893	6.598579	4.723398	0.013330
simneg_062b926b	Sim	3968064	10	47274	6.598579	4.674622	0.011914
simneg_06add54e	Sim	3968064	5	50562	6.598579	4.703824	0.012742
simneg_07cbe44d	Sim	3968064	10	44400	6.598579	4.647383	0.011189
simneg_087cb64d	Sim	3968064	10	42343	6.598579	4.626782	0.010671
simneg_08a5d823	Sim	3968064	5	49564	6.598579	4.695166	0.012491
simneg_092bf249	Sim	3968064	10	49427	6.598579	4.693964	0.012456
simneg_09c3982d	Sim	3968064	10	43835	6.598579	4.641821	0.011047
simneg_09f87703	Sim	3968064	5	52812	6.598579	4.722733	0.013309
simneg_0a51957b	Sim	3968064	10	40273	6.598579	4.605014	0.010149
simneg_0ad21898	Sim	3968064	10	39118	6.598579	4.592377	0.009858
simneg_0adc3a81	Sim	3968064	10	49881	6.598579	4.697935	0.012571
simneg_0af6dab5	Sim	3968064	10	50473	6.598579	4.703059	0.012720
simneg_0c4f670e	Sim	3968064	10	41155	6.598579	4.614423	0.010372
simneg_0d7555a1	Sim	3968064	1	58417	6.598579	4.766539	0.014722
simneg_0e0e98bc	Sim	3968064	10	46670	6.598579	4.669038	0.011761
simneg_0e8556ac	Sim	3968064	5	47399	6.598579	4.675769	0.011945
simneg_0ff286fb	Sim	3968064	10	43601	6.598579	4.639496	0.010988
simneg_10326481	Sim	3968064	10	46642	6.598579	4.668777	0.011754
simneg_10ef7b75	Sim	3968064	10	48833	6.598579	4.688713	0.012307
simneg_1143ce3c	Sim	3968064	10	42960	6.598579	4.633064	0.010826
simneg_117b6d66	Sim	3968064	5	52316	6.598579	4.718635	0.013184
simneg_12552909	Sim	3968064	10	42333	6.598579	4.626679	0.010668
simneg_12f5ff26	Sim	3968064	10	44870	6.598579	4.651956	0.011308
simneg_1301e74b	Sim	3968064	10	41825	6.598579	4.621436	0.010540
simneg_1409e27d	Sim	3968064	5	48674	6.598579	4.687297	0.012266
simneg_1441c506	Sim	3968064	10	46287	6.598579	4.665459	0.011665
simneg_1456c498	Sim	3968064	1	70059	6.598579	4.845464	0.017656
simneg_15b4c8cc	Sim	3968064	5	50665	6.598579	4.704708	0.012768
simneg_171dbf51	Sim	3968064	10	48720	6.598579	4.687707	0.012278
simneg_176f7662	Sim	3968064	10	48795	6.598579	4.688375	0.012297
simneg_18d57603	Sim	3968064	1	61874	6.598579	4.791508	0.015593
simneg_19156920	Sim	3968064	10	46254	6.598579	4.665149	0.011657
simneg_19524001	Sim	3968064	1	60687	6.598579	4.783096	0.015294
simneg_19d0e46d	Sim	3968064	10	43410	6.598579	4.637590	0.010940
simneg_1aaae7cb	Sim	3968064	1	56903	6.598579	4.755135	0.014340
simneg_1ae87294	Sim	3968064	5	51112	6.598579	4.708523	0.012881
simneg_1b88658f	Sim	3968064	5	49554	6.598579	4.695079	0.012488
simneg_1bd8fc06	Sim	3968064	10	47097	6.598579	4.672993	0.011869
simneg_1c8de8f3	Sim	3968064	5	49640	6.598579	4.695832	0.012510
simneg_1ccdf300	Sim	3968064	10	44750	6.598579	4.650793	0.011278
simneg_1e68d1a7	Sim	3968064	10	49435	6.598579	4.694035	0.012458
simneg_1ec12cbd	Sim	3968064	1	67327	6.598579	4.828189	0.016967
simneg_1f6c5d95	Sim	3968064	10	46425	6.598579	4.666752	0.011700
simneg_1ff6decc	Sim	3968064	10	45032	6.598579	4.653521	0.011349
simneg_200a9661	Sim	3968064	5	52605	6.598579	4.721027	0.013257
simneg_2025e2c2	Sim	3968064	10	40937	6.598579	4.612116	0.010317
simneg_20b07eee	Sim	3968064	10	49508	6.598579	4.694675	0.012477
simneg_20bf9920	Sim	3968064	10	44151	6.598579	4.644941	0.011127
simneg_210deafc	Sim	3968064	1	63783	6.598579	4.804705	0.016074
simneg_21f73a74	Sim	3968064	10	45502	6.598579	4.658030	0.011467
simneg_22063ded	Sim	3968064	5	55546	6.598579	4.744653	0.013998
simneg_220a5f91	Sim	3968064	10	44028	6.598579	4.643729	0.011096
simneg_22a5d9c9	Sim	3968064	5	54060	6.598579	4.732876	0.013624
simneg_22e13f3f	Sim	3968064	10	44154	6.598579	4.644970	0.011127
simneg_2374c844	Sim	3968064	10	46397	6.598579	4.666490	0.011693
simneg_239fff42	Sim	3968064	5	53689	6.598579	4.729885	0.013530
simneg_24a9787f	Sim	3968064	10	40685	6.598579	4.609434	0.010253
simneg_2565a7c5	Sim	3968064	10	45813	6.598579	4.660989	0.011545
simneg_25c2bad0	Sim	3968064	1	58168	6.598579	4.764684	0.014659
simneg_262f9715	Sim	3968064	10	41992	6.598579	4.623167	0.010582
simneg_2633ad69	Sim	3968064	10	46964	6.598579	4.671765	0.011835
simneg_27a10708	Sim	3968064	1	62321	6.598579	4.794634	0.015706
simneg_284499a4	Sim	3968064	5	50152	6.598579	4.700288	0.012639
simneg_287a9ba2	Sim	3968064	5	45931	6.598579	4.662106	0.011575
simneg_289e13d6	Sim	3968064	10	42391	6.598579	4.627274	0.010683
simneg_28b3c85e	Sim	3968064	10	45505	6.598579	4.658059	0.011468
simneg_28bf763e	Sim	3968064	10	42971	6.598579	4.633175	0.010829
simneg_28c5465a	Sim	3968064	10	41728	6.598579	4.620428	0.010516
simneg_29a50b12	Sim	3968064	10	47630	6.598579	4.677881	0.012003
simneg_29c03a39	Sim	3968064	5	52638	6.598579	4.721299	0.013265
simneg_29f259fc	Sim	3968064	5	51822	6.598579	4.714514	0.013060
simneg_2ade28d4	Sim	3968064	10	41256	6.598579	4.615487	0.010397
simneg_2af1efc2	Sim	3968064	10	46865	6.598579	4.670849	0.011811
simneg_2bbde0d0	Sim	3968064	10	43440	6.598579	4.637890	0.010947
simneg_2bc16413	Sim	3968064	1	56829	6.598579	4.754570	0.014322
simneg_2bd9f361	Sim	3968064	10	42586	6.598579	4.629267	0.010732
simneg_2cd891fc	Sim	3968064	10	48074	6.598579	4.681910	0.012115
simneg_2d82c8f8	Sim	3968064	5	53514	6.598579	4.728467	0.013486
simneg_2de72803	Sim	3968064	10	45116	6.598579	4.654331	0.011370
simneg_2e6cac94	Sim	3968064	10	42994	6.598579	4.633408	0.010835
simneg_2f5bd1d7	Sim	3968064	5	57299	6.598579	4.758147	0.014440
simneg_2f8c082e	Sim	3968064	10	42289	6.598579	4.626227	0.010657
simneg_2fd4971d	Sim	3968064	10	49035	6.598579	4.690506	0.012357
simneg_303760d1	Sim	3968064	5	51294	6.598579	4.710067	0.012927
simneg_31152e4c	Sim	3968064	10	42580	6.598579	4.629206	0.010731
simneg_322e79b5	Sim	3968064	5	49640	6.598579	4.695832	0.012510
simneg_32afd62d	Sim	3968064	10	41770	6.598579	4.620864	0.010527
simneg_333919b3	Sim	3968064	5	57469	6.598579	4.759434	0.014483
simneg_3342ebfb	Sim	3968064	10	45875	6.598579	4.661576	0.011561
simneg_33861bf0	Sim	3968064	1	58613	6.598579	4.767994	0.014771
simneg_34c6ee5e	Sim	3968064	10	45971	6.598579	4.662484	0.011585
simneg_350f228f	Sim	3968064	10	47097	6.598579	4.672993	0.011869
simneg_3550ff0d	Sim	3968064	1	53956	6.598579	4.732040	0.013598
simneg_35d3f310	Sim	3968064	10	47879	6.598579	4.680145	0.012066
simneg_364326df	Sim	3968064	10	41277	6.598579	4.615708	0.010402
simneg_3684d0c7	Sim	3968064	5	52829	6.598579	4.722872	0.013314
simneg_36d91aeb	Sim	3968064	10	46058	6.598579	4.663305	0.011607
simneg_37029b70	Sim	3968064	10	45305	6.598579	4.656146	0.011417
simneg_37699bd5	Sim	3968064	10	49134	6.598579	4.691382	0.012382
simneg_37dc8a56	Sim	3968064	10	46583	6.598579	4.668227	0.011739
simneg_38cc062c	Sim	3968064	10	44602	6.598579	4.649354	0.011240
simneg_38ecfc5f	Sim	3968064	10	41314	6.598579	4.616097	0.010412
simneg_3a282f75	Sim	3968064	5	49006	6.598579	4.690249	0.012350
simneg_3aa5e2f6	Sim	3968064	10	42166	6.598579	4.624962	0.010626
simneg_3ac896b7	Sim	3968064	10	42898	6.598579	4.632437	0.010811
simneg_3b58a45a	Sim	3968064	10	45108	6.598579	4.654254	0.011368
simneg_3c27b97c	Sim	3968064	1	61636	6.598579	4.789834	0.015533
simneg_3c96b87b	Sim	3968064	10	48465	6.598579	4.685428	0.012214
simneg_3d5cb382	Sim	3968064	10	42947	6.598579	4.632933	0.010823
simneg_3d82fc65	Sim	3968064	10	44499	6.598579	4.648350	0.011214
simneg_3e5421c3	Sim	3968064	10	45241	6.598579	4.655532	0.011401
simneg_3e6ff515	Sim	3968064	1	56813	6.598579	4.754448	0.014318
simneg_3f69dbab	Sim	3968064	10	40180	6.598579	4.604010	0.010126
simneg_3fdbfa8b	Sim	3968064	1	61828	6.598579	4.791185	0.015581
simneg_3ff75dec	Sim	3968064	1	56231	6.598579	4.749976	0.014171
simneg_40c8dff7	Sim	3968064	10	42923	6.598579	4.632690	0.010817
simneg_412ad709	Sim	3968064	10	43957	6.598579	4.643028	0.011078
simneg_413cb622	Sim	3968064	10	45962	6.598579	4.662399	0.011583
simneg_4315c960	Sim	3968064	5	56791	6.598579	4.754280	0.014312
simneg_43d12925	Sim	3968064	10	44614	6.598579	4.649471	0.011243
simneg_43eb441c	Sim	3968064	10	42192	6.598579	4.625230	0.010633
simneg_44762956	Sim	3968064	5	49287	6.598579	4.692732	0.012421
simneg_449f3a7a	Sim	3968064	5	48411	6.598579	4.684944	0.012200
simneg_44bf3a6e	Sim	3968064	10	43201	6.598579	4.635494	0.010887
simneg_44ebfc07	Sim	3968064	5	55954	6.598579	4.747831	0.014101
simneg_44f9a733	Sim	3968064	5	53732	6.598579	4.730233	0.013541
